;;INE PADRON;;;;;;AGENCIA TRIBUTARIA;
PROVINCIA;NOMBRE;POB19;HOMBRES;MUJERES;POB05;POB10;POB15;RENTA_BRUTA_MEDIA;RENTA_BRUTA_DISPONIBLE
Toledo;Miguel Esteban;4856;2421;2435;5,238;5582;5080;0;0
Toledo;Mocejón;4875;2456;2419;4,503;4895;4874;17716;15401
Toledo;Mohedas de la Jara;402;222;180;539;499;453;0;0
Toledo;Montearagón;525;279;246;507;579;554;0;0
Toledo;Montesclaros;406;217;189;409;447;440;0;0
Toledo;Mora;9718;4875;4843;9,884;10516;10077;17594;15199
Toledo;Nambroca;4732;2439;2293;2,898;3838;4442;28414;22832
Toledo;Nava de Ricomalillo, La;535;274;261;0;0;597;0;0
Toledo;Navahermosa;3609;1866;1743;4,261;4289;3878;14788;13095
Toledo;Navalcán;1985;1044;941;2,201;2391;2166;14891;13078
Toledo;Navalmoralejo;54;28;26;66;73;70;0;0
Toledo;Navalmorales, Los;2518;1327;1191;0;0;2757;0;0
Toledo;Navalucillos, Los;2106;1080;1026;0;0;2357;0;0
Toledo;Navamorcuende;623;313;310;703;676;668;0;0
Toledo;Noblejas;3585;1818;1767;3,287;3556;3534;20419;17202
Toledo;Noez;878;446;432;800;967;926;0;0
Toledo;Nombela;858;452;406;994;1057;946;0;0
Toledo;Novés;2905;1482;1423;1,760;2807;2727;18881;16146
Toledo;Numancia de la Sagra;4902;2570;2332;3,697;4727;4763;0;0
Toledo;Nuño Gómez;133;76;57;208;178;154;0;0
Toledo;Ocaña;11597;5849;5748;6,923;10098;10795;22306;18629
Toledo;Olías del Rey;7880;4043;3837;5,600;6867;7229;0;0
Toledo;Ontígola;4387;2336;2051;2,115;3874;4232;26282;2125
Toledo;Orgaz;2602;1293;1309;2,762;2827;2738;17285;14918
Toledo;Oropesa;2662;1296;1366;2,869;2942;2771;18751;16034
Toledo;Otero;331;176;155;238;364;371;0;0
Toledo;Palomeque;971;522;449;674;922;902;0;0
Toledo;Pantoja;3317;1660;1657;3,065;3388;3409;18501;15853
Toledo;Paredes de Escalona;111;54;57;124;158;142;0;0
Toledo;Parrillas;352;187;165;423;424;375;0;0
Toledo;Pelahustán;311;176;135;371;384;349;0;0
Toledo;Pepino;3055;1564;1491;1,643;2429;2714;20321;17129
Toledo;Polán;3848;1931;1917;3,703;4066;3851;18074;15516
Toledo;Portillo de Toledo;2209;1109;1100;2,129;2244;2187;0;0
Toledo;Puebla de Almoradiel, La;5168;2619;2549;0;0;5546;0;0
Toledo;Puebla de Montalbán, La;7861;3989;3872;0;0;8063;0;0
Toledo;Pueblanueva, La;2140;1077;1063;0;0;2304;0;0
Toledo;Puente del Arzobispo, El;1246;621;625;0;0;1337;0;0
Toledo;Puerto de San Vicente;156;83;73;255;232;192;0;0
Toledo;Pulgar;1508;771;737;1,420;1669;1603;16482;1451
Toledo;Quero;986;510;476;1,269;1329;1084;16881;14704
Toledo;Quintanar de la Orden;11030;5471;5559;10,581;12873;11604;0;0
Toledo;Quismondo;1527;780;747;1,482;1675;1568;16849;14633
Toledo;Real de San Vicente, El;922;494;428;0;0;1031;0;0
Toledo;Recas;4262;2362;1900;3,073;3912;4311;17433;15018
Toledo;Retamoso de la Jara;104;56;48;135;126;106;0;0
Toledo;Rielves;752;381;371;601;757;760;0;0
Toledo;Robledo del Mazo;281;158;123;420;371;327;0;0
Toledo;Romeral, El;622;307;315;0;0;706;0;0
Toledo;San Bartolomé de las Abiertas;447;235;212;464;588;524;0;0
Toledo;San Martín de Montalbán;712;358;354;730;802;800;0;0
Toledo;San Martín de Pusa;642;338;304;810;850;741;0;0
Toledo;San Pablo de los Montes;1768;887;881;2,259;2184;1910;0;0
Toledo;San Román de los Montes;1881;999;882;1,187;1782;1855;0;0
Toledo;Santa Ana de Pusa;353;203;150;407;473;449;0;0
Toledo;Santa Cruz de la Zarza;4129;2097;2032;4,764;4940;4426;0;0
Toledo;Santa Cruz del Retamar;3079;1625;1454;2,324;2998;2901;0;0
Toledo;Santa Olalla;3251;1654;1597;2,973;3522;3277;0;0
Toledo;Santo Domingo-Caudilla;1038;551;487;790;1058;1021;0;0
Toledo;Sartajada;96;58;38;122;109;102;0;0
Toledo;Segurilla;1324;666;658;1,081;1263;1318;17894;15531
Toledo;Seseña;25835;13283;12552;9,290;17522;21558;22673;18677
Toledo;Sevilleja de la Jara;682;371;311;933;879;751;0;0
Toledo;Sonseca;11067;5585;5482;10,132;11331;11289;17391;15157
Toledo;Sotillo de las Palomas;183;92;91;218;214;213;0;0
Toledo;Talavera de la Reina;83417;40081;43336;82,975;88986;85150;0;0
Toledo;Tembleque;1986;1008;978;2,227;2390;2149;1784;15322
Toledo;Toboso, El;1764;874;890;0;0;1964;0;0
Toledo;Toledo;84873;40527;44346;75,533;82489;83226;17983;15525
Toledo;Torralba de Oropesa;211;108;103;276;272;227;0;0
Toledo;Torre de Esteban Hambrán, La;1637;828;809;0;0;1770;0;0
Toledo;Torrecilla de la Jara;224;119;105;311;302;262;0;0
Toledo;Torrico;709;364;345;851;850;827;0;0
Toledo;Torrijos;13466;6588;6878;11,285;13374;13273;21623;18122
Toledo;Totanés;348;172;176;409;421;386;0;0
Toledo;Turleque;749;377;372;949;929;818;0;0
Toledo;Ugena;5411;2793;2618;3,267;5120;5282;22342;18814
Toledo;Urda;2529;1262;1267;3,129;3073;2830;15551;13716
Toledo;Valdeverdeja;564;280;284;735;722;647;0;0
Toledo;Valmojado;4303;2162;2141;3,024;4026;4079;20104;17093
Toledo;Velada;2910;1506;1404;2,491;2827;2893;1544;13782
Toledo;Ventas con Peña Aguilera, Las;1109;569;540;0;0;1206;0;0
Toledo;Ventas de Retamosa, Las;3365;1768;1597;0;0;3382;0;0
Toledo;Ventas de San Julián, Las;228;111;117;0;0;238;0;0
Toledo;Villa de Don Fadrique, La;3664;1810;1854;0;0;3918;0;0
Toledo;Villacañas;9548;4735;4813;10,090;10602;10070;16642;14478
Toledo;Villafranca de los Caballeros;4896;2421;2475;5,236;5438;5196;0;0
Toledo;Villaluenga de la Sagra;3815;1905;1910;3,049;3950;3857;0;0
Toledo;Villamiel de Toledo;873;447;426;704;906;872;0;0
Toledo;Villaminaya;527;264;263;594;597;559;0;0
Toledo;Villamuelas;612;322;290;756;731;671;0;0
Toledo;Villanueva de Alcardete;3250;1675;1575;3,726;3792;3503;0;0
Toledo;Villanueva de Bogas;712;370;342;810;791;774;0;0
Toledo;Villarejo de Montalbán;74;39;35;77;66;81;0;0
Toledo;Villarrubia de Santiago;2536;1264;1272;2,868;2875;2665;0;0
Toledo;Villaseca de la Sagra;1820;904;916;1,614;1807;1808;0;0
Toledo;Villasequilla;2478;1277;1201;2,500;2653;2545;18971;1632
Toledo;Villatobas;2403;1228;1175;2,443;2675;2515;16879;14683
Toledo;Viso de San Juan, El;4416;2364;2052;0;0;4263;0;0
Toledo;Yébenes, Los;5901;3016;2885;0;0;6132;0;0
Toledo;Yeles;5329;2804;2525;2,766;4841;5038;20097;17046
Toledo;Yepes;5198;2684;2514;4,661;5212;5055;18095;1576
Toledo;Yuncler;3940;2026;1914;2,464;3376;3594;19605;1665
Toledo;Yunclillos;809;421;388;671;813;878;0;0
Toledo;Yuncos;11222;5736;5486;5,592;9700;10607;19428;16672
Valencia/València;Ademuz;1042;568;474;1,157;1285;1149;15166;13327
Valencia/València;Ador;1508;804;704;1,385;1510;1374;18126;15539
Valencia/València;Agullent;2410;1191;1219;2,319;2463;2402;17955;15473
Valencia/València;Aielo de Malferit;4618;2324;2294;4,387;4726;4705;0;0
Valencia/València;Aielo de Rugat;155;85;70;209;183;173;0;0
Valencia/València;Alaquàs;29561;14527;15034;29,695;30270;29838;19505;16539
Valencia/València;Albaida;5900;2921;2979;6,264;6335;5987;20457;17143
Valencia/València;Albal;16399;8213;8186;14,061;15618;16029;19782;16816
Valencia/València;Albalat de la Ribera;3360;1689;1671;3,382;3585;3467;0;0
Valencia/València;Albalat dels Sorells;3977;1950;2027;3,486;3856;3896;0;0
Valencia/València;Albalat dels Tarongers;1232;644;588;804;1137;1178;0;0
Valencia/València;Alberic;10526;5190;5336;10,081;11325;10498;18335;15522
Valencia/València;Alborache;1160;608;552;989;1226;1136;20435;17277
Valencia/València;Alboraia/Alboraya;24454;11976;12478;0;0;0;0;0
Valencia/València;Albuixech;4017;1975;2042;3,478;3960;3928;20849;17527
Valencia/València;Alcàntera de Xúquer;1291;646;645;1,374;1432;1341;0;0
Valencia/València;Alcàsser;10039;5043;4996;8,351;9309;9612;19573;16571
Valencia/València;Alcublas;628;338;290;796;778;727;0;0
Valencia/València;Alcúdia de Crespins, l';5157;2561;2596;0;0;5282;0;0
Valencia/València;Alcúdia, l';12009;5896;6113;0;0;11691;0;0
Valencia/València;Aldaia;31864;15858;16006;27,028;30303;31120;19554;16682
Valencia/València;Alfafar;20890;10230;10660;19,877;20730;21125;18881;16047
Valencia/València;Alfara de la Baronia;557;272;285;0;0;526;0;0
Valencia/València;Alfara del Patriarca;3310;1604;1706;2,801;3107;3228;0;0
Valencia/València;Alfarp;1544;801;743;1,369;1534;1532;18027;15513
Valencia/València;Alfarrasí;1225;607;618;1,281;1298;1247;18776;16113
Valencia/València;Alfauir;437;223;214;402;448;458;0;0
Valencia/València;Algar de Palancia;481;255;226;503;570;503;0;0
Valencia/València;Algemesí;27331;13552;13779;26,740;28329;27633;19383;16523
Valencia/València;Algímia d'Alfara;1011;507;504;0;0;0;0;0
Valencia/València;Alginet;13380;6755;6625;12,820;13363;13144;18726;15897
Valencia/València;Almàssera;7349;3575;3774;6,737;7199;7269;23437;19193
Valencia/València;Almiserà;262;137;125;284;307;272;0;0
Valencia/València;Almoines;2414;1228;1186;1,716;2451;2302;1807;15641
Valencia/València;Almussafes;8967;4458;4509;7,640;8358;8759;23643;19648
Valencia/València;Alpuente;633;347;286;864;781;679;0;0
Valencia/València;Alqueria de la Comtessa, l';1476;716;760;0;0;1504;0;0
Valencia/València;Alzira;44352;21608;22744;42,543;44758;44554;20681;17324
Valencia/València;Andilla;319;202;117;348;300;362;0;0
Valencia/València;Anna;2628;1322;1306;2,741;2758;2712;16249;1417
Valencia/València;Antella;1175;571;604;1,500;1454;1301;1607;14225
Valencia/València;Aras de los Olmos;381;215;166;391;439;382;0;0
Valencia/València;Atzeneta d'Albaida;1165;584;581;1,334;1260;1160;0;0
Valencia/València;Ayora;5312;2629;2683;5,513;5469;5303;18059;15438
Valencia/València;Barx;1277;672;605;1,379;1445;1264;18813;16108
Valencia/València;Barxeta;1601;825;776;1,623;1662;1615;16082;14196
Valencia/València;Bèlgida;673;330;343;708;728;683;0;0
Valencia/València;Bellreguard;4608;2292;2316;3,991;4818;4623;18729;15925
Valencia/València;Bellús;304;160;144;385;373;326;0;0
Valencia/València;Benagéber;192;110;82;166;152;217;0;0
Valencia/València;Benaguasil;10988;5625;5363;9,850;11144;10936;18584;15754
Valencia/València;Benavites;619;290;329;636;648;626;0;0
Valencia/València;Beneixida;651;323;328;636;726;690;0;0
Valencia/València;Benetússer;14799;7180;7619;14,032;15399;14436;19996;16904
Valencia/València;Beniarjó;1765;892;873;1,476;1791;1754;18749;15891
Valencia/València;Beniatjar;223;116;107;235;273;240;0;0
Valencia/València;Benicolet;569;283;286;539;647;612;0;0
Valencia/València;Benicull de Xúquer;1012;514;498;831;1018;993;0;0
Valencia/València;Benifaió;11962;5928;6034;12,208;12220;11913;21187;17816
Valencia/València;Benifairó de la Valldigna;1571;780;791;1,708;1679;1622;0;0
Valencia/València;Benifairó de les Valls;2186;1085;1101;1,909;2162;2239;0;0
Valencia/València;Beniflá;457;236;221;265;421;453;0;0
Valencia/València;Benigànim;5841;2981;2860;0;0;6120;1772;15269
Valencia/València;Benimodo;2268;1137;1131;2,050;2272;2229;18249;15551
Valencia/València;Benimuslem;653;352;301;584;645;658;0;0
Valencia/València;Beniparrell;1952;982;970;1,808;1950;1922;23296;19263
Valencia/València;Benirredrà;1592;779;813;1,539;1645;1592;23931;19661
Valencia/València;Benissanó;2260;1130;1130;0;0;0;0;0
Valencia/València;Benissoda;430;238;192;327;378;431;0;0
Valencia/València;Benissuera;194;95;99;0;0;0;0;0
Valencia/València;Bétera;24272;12101;12171;18,177;21220;22349;40314;30741
Valencia/València;Bicorp;533;262;271;643;590;533;0;0
Valencia/València;Bocairent;4195;2132;2063;4,376;4509;4357;18427;157
Valencia/València;Bolbaite;1356;685;671;1,452;1469;1389;16147;14115
Valencia/València;Bonrepòs i Mirambell;3691;1815;1876;2,732;3434;3566;0;0
Valencia/València;Bufali;161;86;75;199;194;167;0;0
Valencia/València;Bugarra;727;374;353;852;850;739;0;0
Valencia/València;Buñol;9408;4693;4715;9,404;10077;9726;22442;18852
Valencia/València;Burjassot;38024;18332;19692;37,394;38170;37546;19867;16767
Valencia/València;Calles;355;204;151;390;464;391;0;0
Valencia/València;Camporrobles;1191;611;580;1,373;1487;1322;14939;13153
Valencia/València;Canals;13587;6807;6780;13,635;14079;13628;16631;14281
Valencia/València;Canet d'En Berenguer;6697;3426;3271;4,327;5598;6426;0;0
Valencia/València;Carcaixent;20358;10071;10287;21,299;20935;20479;18522;15724
Valencia/València;Càrcer;1862;885;977;2,040;2062;1965;16624;14549
Valencia/València;Carlet;15598;7769;7829;14,812;15606;15397;19219;16507
Valencia/València;Carrícola;94;47;47;81;93;98;0;0
Valencia/València;Casas Altas;131;74;57;159;180;146;0;0
Valencia/València;Casas Bajas;164;88;76;237;234;188;0;0
Valencia/València;Casinos;2777;1428;1349;2,408;2593;2785;17531;15105
Valencia/València;Castelló de Rugat;2274;1163;1111;2,350;2423;2287;0;0
Valencia/València;Castellonet de la Conquesta;147;80;67;168;165;133;0;0
Valencia/València;Castielfabib;317;168;149;276;374;275;0;0
Valencia/València;Catadau;2777;1378;1399;2,525;2712;2761;18344;15792
Valencia/València;Catarroja;28120;13885;14235;23,895;27175;27688;22064;18361
Valencia/València;Caudete de las Fuentes;700;370;330;783;760;724;0;0
Valencia/València;Cerdà;331;177;154;304;371;361;0;0
Valencia/València;Chella;2435;1205;1230;2,666;2820;2604;15383;13475
Valencia/València;Chelva;1489;766;723;1,938;1734;1446;17601;15151
Valencia/València;Chera;474;256;218;499;574;527;0;0
Valencia/València;Cheste;8494;4339;4155;7,319;8367;8459;19747;16654
Valencia/València;Chiva;15123;7740;7383;11,815;14539;15004;25941;20914
Valencia/València;Chulilla;665;355;310;799;775;676;0;0
Valencia/València;Cofrentes;1130;574;556;951;956;1097;20603;17389
Valencia/València;Corbera;3100;1547;1553;3,077;3330;3233;16998;14682
Valencia/València;Cortes de Pallás;814;447;367;1,014;951;993;0;0
Valencia/València;Cotes;333;171;162;358;398;357;0;0
Valencia/València;Cullera;22145;11037;11108;23,261;23813;22236;19804;16791
Valencia/València;Daimús;3117;1538;1579;2,353;3171;3054;22104;18447
Valencia/València;Domeño;708;357;351;569;731;718;0;0
Valencia/València;Dos Aguas;376;209;167;406;414;443;0;0
Valencia/València;Eliana, l';18235;8875;9360;0;0;17436;0;0
Valencia/València;Emperador;687;359;328;295;615;687;0;0
Valencia/València;Enguera;4752;2366;2386;5,646;5900;5083;17067;14706
Valencia/València;Ènova, l';887;453;434;0;0;941;0;0
Valencia/València;Estivella;1456;703;753;1,199;1364;1380;21662;18105
Valencia/València;Estubeny;121;61;60;166;133;119;0;0
Valencia/València;Faura;3538;1791;1747;2,959;3578;3477;18412;1587
Valencia/València;Favara;2518;1286;1232;1,903;2373;2461;16919;14671
Valencia/València;Foios;7367;3632;3735;6,193;6781;7199;22682;18895
Valencia/València;Font de la Figuera, la;2038;1020;1018;0;0;2139;0;0
Valencia/València;Font d'En Carròs, la;3794;1889;1905;0;0;3761;0;0
Valencia/València;Fontanars dels Alforins;971;500;471;988;1038;1003;0;0
Valencia/València;Fortaleny;1026;508;518;997;1026;1039;16212;14256
Valencia/València;Fuenterrobles;682;379;303;752;733;698;0;0
Valencia/València;Gandia;74562;36665;37897;71,429;79430;75514;20361;16929
Valencia/València;Gátova;378;180;198;451;472;364;0;0
Valencia/València;Gavarda;1038;498;540;1,171;1154;1113;15354;13385
Valencia/València;Genovés, el;2842;1428;1414;0;0;0;0;0
Valencia/València;Gestalgar;556;295;261;699;675;663;0;0
Valencia/València;Gilet;3324;1719;1605;2,290;3103;3314;25483;20626
Valencia/València;Godella;13088;6317;6771;12,581;13288;13071;16483;14386
Valencia/València;Godelleta;3533;1819;1714;2,728;3389;3380;20017;1696
Valencia/València;Granja de la Costera, la;285;142;143;0;0;331;0;0
Valencia/València;Guadasséquies;468;239;229;0;0;466;0;0
Valencia/València;Guadassuar;5893;2882;3011;5,703;6067;5927;19266;1638
Valencia/València;Guardamar de la Safor;526;283;243;249;442;489;0;0
Valencia/València;Higueruelas;500;271;229;522;506;516;0;0
Valencia/València;Jalance;830;425;405;997;995;914;0;0
Valencia/València;Jarafuel;754;394;360;871;828;808;0;0
Valencia/València;Llanera de Ranes;1055;529;526;1,056;1119;1058;0;0
Valencia/València;Llaurí;1170;607;563;1,229;1332;1233;14902;13182
Valencia/València;Llíria;23253;11767;11486;20,224;22997;22745;20603;17318
Valencia/València;Llocnou de la Corona;118;64;54;0;130;144;0;0
Valencia/València;Llocnou de Sant Jeroni;546;276;270;577;581;527;0;0
Valencia/València;Llocnou d'En Fenollet;916;476;440;832;877;919;0;0
Valencia/València;Llombai;2685;1351;1334;2,329;2788;2765;18255;15588
Valencia/València;Llosa de Ranes, la;3575;1833;1742;0;0;3575;0;0
Valencia/València;Llutxent;2345;1200;1145;2,526;2580;2422;14927;13266
Valencia/València;Loriguilla;2025;1036;989;1,202;1534;1953;21297;17826
Valencia/València;Losa del Obispo;507;261;246;504;566;502;0;0
Valencia/València;Macastre;1283;681;602;1,162;1331;1249;19288;16488
Valencia/València;Manises;30919;15266;15653;28,866;30508;30807;19938;16841
Valencia/València;Manuel;2428;1196;1232;2,506;2627;2507;20323;16972
Valencia/València;Marines;1828;966;862;1,498;1795;1859;17702;15211
Valencia/València;Massalavés;1596;843;753;0;0;1597;15887;13897
Valencia/València;Massalfassar;2469;1230;1239;1,321;2280;2473;23721;19439
Valencia/València;Massamagrell;15952;7889;8063;14,144;15339;15523;19569;16532
Valencia/València;Massanassa;9667;4794;4873;7,919;8918;9264;21912;18263
Valencia/València;Meliana;10822;5309;5513;9,512;10536;10588;21519;18077
Valencia/València;Millares;345;183;162;546;491;387;0;0
Valencia/València;Miramar;2634;1355;1279;1,781;2431;2620;20071;16913
Valencia/València;Mislata;43691;21246;22445;42,927;43792;43320;21295;17851
Valencia/València;Mogente/Moixent;4302;2155;2147;4,542;4753;4527;16819;14735
Valencia/València;Moncada;21935;10706;11229;20,581;21847;21842;21536;18009
Valencia/València;Montaverner;1630;809;821;1,763;1828;1691;16835;14654
Valencia/València;Montesa;1164;585;579;1,414;1369;1257;1534;13515
Valencia/València;Montitxelvo/Montichelvo;584;289;295;0;656;665;0;0
Valencia/València;Montroi/Montroy;2867;1533;1334;0;0;2891;17403;14929
Valencia/València;Montserrat;7878;4053;3825;0;6784;7231;20294;17018
Valencia/València;Museros;6458;3253;3205;4,567;5832;6189;20732;17427
Valencia/València;Nàquera/Náquera;6577;3410;3167;0;0;0;0;0
Valencia/València;Navarrés;2968;1503;1465;2,969;3242;3104;16184;13958
Valencia/València;Novelé/Novetlè;837;411;426;715;852;856;0;0
Valencia/València;Oliva;25101;12312;12789;25,318;28307;26190;1872;16049
Valencia/València;Olleria, l';8281;4132;4149;0;0;8369;0;0
Valencia/València;Olocau;1771;931;840;1,195;1482;1670;21447;17828
Valencia/València;Ontinyent;35347;17441;17906;35,517;37935;35621;19519;16522
Valencia/València;Otos;434;219;215;515;491;455;0;0
Valencia/València;Paiporta;26088;12884;13204;21,341;23980;24810;21108;17735
Valencia/València;Palma de Gandía;1631;843;788;1,675;1843;1652;0;0
Valencia/València;Palmera;1024;523;501;656;965;992;0;0
Valencia/València;Palomar, el;590;297;293;0;0;588;0;0
Valencia/València;Paterna;70195;34697;35498;54,560;65921;67340;25304;20317
Valencia/València;Pedralba;2778;1453;1325;2,492;2869;2859;16335;14233
Valencia/València;Petrés;997;504;493;891;995;977;0;0
Valencia/València;Picanya;11513;5709;5804;10,057;11137;11270;24945;20264
Valencia/València;Picassent;20942;10540;10402;17,375;19944;20427;21341;17849
Valencia/València;Piles;2685;1346;1339;2,446;2842;2740;18651;15953
Valencia/València;Pinet;157;76;81;185;180;170;0;0
Valencia/València;Pobla de Farnals, la;7978;4038;3940;0;0;7776;0;0
Valencia/València;Pobla de Vallbona, la;24433;12312;12121;0;0;22994;0;0
Valencia/València;Pobla del Duc, la;2543;1238;1305;0;0;2556;0;0
Valencia/València;Pobla Llarga, la;4452;2242;2210;0;0;4536;0;0
Valencia/València;Polinyà de Xúquer;2472;1250;1222;2,244;2511;2526;0;0
Valencia/València;Potries;1046;528;518;0;0;1020;0;0
Valencia/València;Puçol;19495;9590;9905;16,531;19295;19357;3039;24168
Valencia/València;Puebla de San Miguel;62;39;23;69;88;72;0;0
Valencia/València;Puig de Santa Maria, el;8630;4216;4414;0;0;8844;0;0
Valencia/València;Quart de les Valls;988;470;518;1,092;1099;1056;0;0
Valencia/València;Quart de Poblet;24760;12053;12707;25,509;25472;24864;0;0
Valencia/València;Quartell;1636;784;852;1,410;1480;1557;20249;17003
Valencia/València;Quatretonda;2212;1108;1104;2,540;2470;2378;16579;14339
Valencia/València;Quesa;670;348;322;741;743;690;0;0
Valencia/València;Rafelbunyol;8941;4390;4551;0;0;8883;21042;17651
Valencia/València;Rafelcofer;1345;659;686;1,405;1507;1410;17817;15347
Valencia/València;Rafelguaraf;2335;1156;1179;2,413;2486;2422;15534;13442
Valencia/València;Ráfol de Salem;462;224;238;391;444;423;0;0
Valencia/València;Real;2154;1103;1051;0;2349;2291;17772;15372
Valencia/València;Real de Gandia, el;2461;1204;1257;0;0;0;0;0
Valencia/València;Requena;20254;10129;10125;20,046;21448;20621;19954;16839
Valencia/València;Riba-roja de Túria;22264;11271;10993;17,251;20755;21391;0;0
Valencia/València;Riola;1759;884;875;1,734;1840;1838;16414;14139
Valencia/València;Rocafort;7240;3537;3703;6,088;6748;6829;14991;13242
Valencia/València;Rotglà i Corberà;1138;572;566;1,018;1190;1144;0;0
Valencia/València;Rótova;1294;677;617;1,275;1307;1285;17351;15006
Valencia/València;Rugat;158;83;75;186;190;179;0;0
Valencia/València;Sagunto/Sagunt;66140;32366;33774;61,823;66259;64944;23879;19641
Valencia/València;Salem;424;218;206;478;472;432;0;0
Valencia/València;San Antonio de Benagéber;9089;4477;4612;4,356;6246;7981;0;0
Valencia/València;Sant Joanet;504;250;254;0;0;476;0;0
Valencia/València;Sedaví;10333;5040;5293;8,991;9971;10180;20992;17517
Valencia/València;Segart;163;84;79;156;134;170;0;0
Valencia/València;Sellent;389;191;198;484;425;401;0;0
Valencia/València;Sempere;34;19;15;38;36;52;0;0
Valencia/València;Senyera;1136;563;573;1,045;1192;1175;15833;13906
Valencia/València;Serra;3124;1618;1506;2,478;3204;3142;26403;21127
Valencia/València;Siete Aguas;1154;611;543;1,239;1423;1282;0;0
Valencia/València;Silla;18771;9325;9446;17,546;19143;18570;20463;17222
Valencia/València;Simat de la Valldigna;3329;1658;1671;3,228;3722;3362;0;0
Valencia/València;Sinarcas;1125;581;544;1,234;1216;1168;16334;14145
Valencia/València;Sollana;4861;2376;2485;4,519;4899;4941;18506;15833
Valencia/València;Sot de Chera;369;202;167;392;403;424;0;0
Valencia/València;Sueca;27479;13548;13931;27,253;28926;28252;20446;17226
Valencia/València;Sumacàrcer;1096;540;556;1,300;1263;1168;16104;13971
Valencia/València;Tavernes Blanques;9120;4463;4657;9,186;9426;9244;0;0
Valencia/València;Tavernes de la Valldigna;17201;8571;8630;17,675;18130;17734;0;0
Valencia/València;Teresa de Cofrentes;636;329;307;672;662;675;0;0
Valencia/València;Terrateig;278;147;131;348;335;300;0;0
Valencia/València;Titaguas;453;238;215;522;525;473;0;0
